user_id,user_name,email,country,ip_address,timestamp,device_type,session_duration_minutes,page_interactions,request_type,marketing_channel,conversion_rate,product,user_type,request_frequency,previous_visits,conversion_history,purchase_amount_usd,sales_person,returning_customer,sales_target_usd,performance_vs_target,sales_funnel_stage,customer_value_segment,marketing_conversion_target,conversion_vs_target,engagement_score,channel_efficiency,month,role,sales_target,conversion_target,sales_gap,sales_status,conversion_gap,marketing_status
5be6128e-18c2-4797-a142-ea7d17be3111,eroman,suttonwilliam@example.com,British Indian Ocean Territory (Chagos Archipelago),65.244.46.255,2025-04-18 16:22:32.762041,Tablet,2.39,3,GET,Organic Search,0.96,Cloud IDE,New,3,1,3,831.58,Marketing officer,0,500,331.58000000000004,Decision,High,0.4,0.5599999999999999,21.36,2.29,2025-04,Marketing,300,0.7,-531.58,Achieved,-0.26,Achieved
43b7a3a6-9a8d-4a03-980d-7b71d8f56413,frederick62,williamphillips@example.org,Saudi Arabia,146.119.192.202,2025-04-29 22:22:07.264374,Mobile,2.01,12,GET,Paid Ads,0.57,Analytics Dashboard,Returning,7,4,1,918.95,Manager,1,300,618.95,Consideration,High,0.6,-0.03,17.0,1.15,2025-04,Manager,1000,0.6,81.04999999999995,Below Target,0.030000000000000027,Below Target
759cde66-bacf-43d0-8b1f-9163ce9ff57f,lewisbrent,wisetonya@example.net,Mexico,32.197.126.134,2025-04-12 23:16:17.090842,Tablet,2.03,8,DELETE,Email,0.15,Prototyping Tool,Returning,6,7,2,677.66,Manager,1,300,377.66,Consideration,High,0.5,-0.35,7.01,0.3,2025-04,Manager,1000,0.6,322.34000000000003,Below Target,0.44999999999999996,Below Target
ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,iweiss,xrivera@example.com,Tonga,147.50.119.168,2025-05-01 06:27:51.445061,Tablet,3.63,2,PUT,Organic Search,0.31,Cloud IDE,New,7,12,4,199.37,Marketing officer,0,500,-300.63,Decision,Medium,0.4,-0.09,8.45,1.13,2025-05,Marketing,300,0.7,100.63,Below Target,0.38999999999999996,Below Target
4b0dbb41-8d52-48f1-942c-3fe860e7a113,danieljenkins,gregory81@example.net,Azerbaijan,139.214.226.37,2025-04-12 20:16:48.164757,Mobile,7.44,6,PUT,Social Media,0.8,Prototyping Tool,New,4,4,0,593.88,Manager,0,500,93.88,Awareness,High,0.55,0.25,21.38,5.95,2025-04,Manager,1000,0.6,406.12,Below Target,-0.20000000000000007,Achieved
e2acf72f-9e57-4f7a-a0ee-89aed453dd32,donnahopkins,jonesalicia@example.net,Mauritius,126.68.64.188,2025-04-18 22:12:29.180981,Tablet,5.66,10,DELETE,Email,0.52,Prototyping Tool,Returning,8,12,2,912.64,Marketing officer,0,300,612.64,Consideration,High,0.5,0.02,16.66,2.94,2025-04,Marketing,300,0.7,-612.64,Achieved,0.17999999999999994,Below Target
3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,cody81,kramirez@example.net,Liechtenstein,212.233.176.186,2025-04-12 09:14:58.625327,Mobile,3.44,12,PUT,Social Media,0.19,Cloud IDE,New,8,13,1,357.05,Manager,1,500,-142.95,Consideration,Medium,0.55,-0.36,9.98,0.65,2025-04,Manager,1000,0.6,642.95,Below Target,0.41,Below Target
a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,mikemiles,reevesheather@example.org,Tunisia,143.130.32.179,2025-04-18 08:58:20.566050,Desktop,9.46,10,DELETE,Paid Ads,0.1,Prototyping Tool,New,7,7,3,953.82,Marketing officer,0,500,453.8200000000001,Decision,High,0.6,-0.5,9.78,0.95,2025-04,Marketing,300,0.7,-653.82,Achieved,0.6,Below Target
fc377a4c-4a15-444d-85e7-ce8a3a578a8e,hlester,martineztamara@example.com,Romania,111.43.181.3,2025-05-05 21:03:16.768898,Tablet,1.5,10,GET,Email,0.43,Collaboration Suite,New,7,13,3,106.7,Marketing officer,1,500,-393.3,Decision,Medium,0.5,-0.07,13.2,0.64,2025-05,Marketing,300,0.7,193.3,Below Target,0.26999999999999996,Below Target
ddd1dfb2-3b98-4ef8-9af6-1a26146d3f31,daughertysydney,aparker@example.org,Guinea,48.255.195.9,2025-04-13 15:27:33.717166,Desktop,3.46,3,DELETE,Referral,0.34,Cloud IDE,Returning,8,5,2,730.77,Manager,1,300,430.77,Consideration,High,0.7,-0.3599999999999999,9.38,1.18,2025-04,Manager,1000,0.6,269.23,Below Target,0.25999999999999995,Below Target
7412b293-4729-4739-a14f-f3d719db3ad0,sarah80,andersonjason@example.org,Sierra Leone,195.13.190.132,2025-04-07 12:22:07.945994,Desktop,4.56,10,POST,Social Media,0.66,Cloud IDE,New,1,6,4,128.71,Sales officer,0,500,-371.29,Decision,Medium,0.55,0.1099999999999999,19.02,3.01,2025-04,Sales,500,0.5,371.28999999999996,Below Target,-0.16000000000000003,Achieved
29a3b2e9-5d65-4441-9588-42dea2bc372f,wallersarah,burnsdaniel@example.org,Comoros,159.75.163.80,2025-04-18 08:46:59.468595,Desktop,6.09,9,DELETE,Referral,0.93,Collaboration Suite,New,6,7,1,800.89,Manager,0,500,300.89,Consideration,High,0.7,0.2300000000000001,24.64,5.66,2025-04,Manager,1000,0.6,199.11,Below Target,-0.33000000000000007,Achieved
ab9099a4-35a2-40ae-9af3-05535ec42e08,kevin22,gregory32@example.com,Korea,168.74.158.74,2025-04-14 00:18:27.857476,Tablet,15.38,19,PUT,Paid Ads,0.25,Collaboration Suite,New,2,2,1,106.68,Manager,0,500,-393.32,Consideration,Medium,0.6,-0.35,18.75,3.84,2025-04,Manager,1000,0.6,893.3199999999999,Below Target,0.35,Below Target
aefcfad8-efc8-4849-b3aa-7efe4458a885,hayesnicole,alicia81@example.org,French Southern Territories,205.52.21.215,2025-04-07 14:57:21.221324,Tablet,2.23,14,POST,Referral,0.86,AI Assistant,Returning,1,12,4,332.47,Manager,1,300,32.47000000000003,Decision,Medium,0.7,0.16,23.69,1.92,2025-04,Manager,1000,0.6,667.53,Below Target,-0.26,Achieved
a28defe3-9bf0-4273-9247-6f57a5e5a5ab,alejandra39,cheryl20@example.com,Botswana,185.213.182.235,2025-04-09 23:45:16.300291,Tablet,7.22,2,POST,Email,0.92,Analytics Dashboard,New,7,11,4,779.09,Manager,1,500,279.09000000000003,Decision,High,0.5,0.42,22.09,6.64,2025-04,Manager,1000,0.6,220.90999999999997,Below Target,-0.32000000000000006,Achieved
3eabedcb-baa8-4dd4-88bd-64072bcfbe01,xcompton,andrewgreen@example.com,Turkmenistan,213.53.93.237,2025-05-01 12:13:15.480914,Mobile,8.98,5,POST,Referral,0.9,Cloud IDE,New,6,13,2,465.59,Marketing officer,1,500,-34.410000000000025,Consideration,Medium,0.7,0.2,23.59,8.08,2025-05,Marketing,300,0.7,-165.58999999999997,Achieved,-0.20000000000000007,Achieved
451b4cf3-6123-4df7-b656-af7229d4beef,irandolph,david72@example.com,China,195.252.23.160,2025-04-12 16:39:34.022162,Tablet,0.48,8,GET,Referral,0.95,AI Assistant,Returning,5,4,2,883.86,Marketing officer,1,300,583.86,Consideration,High,0.7,0.25,22.39,0.46,2025-04,Marketing,300,0.7,-583.86,Achieved,-0.25,Achieved
b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,bryanjohnson,tranashley@example.org,Saint Kitts and Nevis,187.170.3.255,2025-04-07 17:57:56.805874,Desktop,9.35,7,POST,Paid Ads,0.84,Collaboration Suite,Returning,5,9,3,407.72,Sales officer,1,300,107.72000000000004,Decision,Medium,0.6,0.24,23.34,7.85,2025-04,Sales,500,0.5,92.27999999999997,Below Target,-0.33999999999999997,Achieved
5304317f-af42-412f-b838-b3268e944239,barnesluke,jeffrey00@example.org,Israel,191.193.87.206,2025-04-22 03:01:43.720631,Desktop,1.87,6,GET,Paid Ads,0.59,Cloud IDE,New,9,6,3,995.01,Manager,1,500,495.01,Decision,High,0.6,-0.01,14.95,1.1,2025-04,Manager,1000,0.6,4.990000000000009,Below Target,0.010000000000000009,Below Target
0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,poolehector,lguzman@example.com,Andorra,164.1.29.76,2025-04-12 22:33:38.968222,Tablet,0.67,11,PUT,Email,0.41,AI Assistant,New,9,8,4,28.49,Manager,0,500,-471.51,Decision,Low,0.5,-0.09,12.87,0.27,2025-04,Manager,1000,0.6,971.51,Below Target,0.19,Below Target
ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,omarmiller,perezmichelle@example.org,Anguilla,12.50.126.174,2025-04-27 17:23:29.328377,Desktop,29.74,12,PUT,Paid Ads,0.49,Cloud IDE,Returning,6,13,0,699.1,Marketing officer,0,300,399.1,Awareness,High,0.6,-0.1099999999999999,26.5,14.57,2025-04,Marketing,300,0.7,-399.1,Achieved,0.20999999999999996,Below Target
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,pdavis,jamespearson@example.org,Vanuatu,60.19.63.253,2025-04-16 11:21:44.218560,Desktop,33.71,18,DELETE,Social Media,0.87,Collaboration Suite,Returning,3,5,0,916.73,Marketing officer,0,300,616.73,Awareness,High,0.55,0.3199999999999999,38.08,29.33,2025-04,Marketing,300,0.7,-616.73,Achieved,-0.17000000000000004,Achieved
9132b63e-f162-47e4-a9c3-49e03602f8ac,villawilliam,elainefriedman@example.org,Central African Republic,73.101.37.236,2025-04-19 10:27:20.538684,Tablet,16.52,19,DELETE,Social Media,0.3,Analytics Dashboard,Returning,7,9,0,540.63,Sales officer,1,300,240.63,Awareness,High,0.55,-0.25,20.21,4.96,2025-04,Sales,500,0.5,-40.629999999999995,Achieved,0.2,Below Target
366eb16f-508e-4ad7-b7c9-3acfe059a0ee,lcraig,jeffersondenise@example.net,Uzbekistan,96.224.96.142,2025-04-12 01:55:23.228118,Mobile,3.63,10,DELETE,Paid Ads,0.16,Prototyping Tool,Returning,4,0,1,988.62,Sales officer,0,300,688.62,Consideration,High,0.6,-0.4399999999999999,8.65,0.58,2025-04,Sales,500,0.5,-488.62,Achieved,0.33999999999999997,Below Target
e27a984d-6548-41d0-bfcd-9eb1a7cad415,lacey96,walllarry@example.org,Jamaica,179.117.112.235,2025-04-14 09:50:53.233267,Tablet,1.03,14,DELETE,Organic Search,0.14,Collaboration Suite,New,5,10,2,710.94,Marketing officer,0,500,210.94000000000003,Consideration,High,0.4,-0.26,8.81,0.14,2025-04,Marketing,300,0.7,-410.94000000000005,Achieved,0.5599999999999999,Below Target
24933b83-7577-40a9-a491-f0b2ea1fca65,stevengoodwin,paul61@example.net,Norfolk Island,216.113.230.233,2025-04-23 16:10:55.438107,Tablet,11.53,3,GET,Paid Ads,0.83,Prototyping Tool,New,7,7,4,435.23,Sales officer,0,500,-64.76999999999998,Decision,Medium,0.6,0.2299999999999999,22.41,9.57,2025-04,Sales,500,0.5,64.76999999999998,Below Target,-0.32999999999999996,Achieved
beb79919-3f22-4af8-a3be-d01d43cf2fde,dbeck,lisajohnson@example.com,Tunisia,192.40.217.161,2025-04-19 01:50:12.031291,Tablet,5.8,18,DELETE,Organic Search,0.76,Collaboration Suite,Returning,7,5,3,520.22,Manager,1,300,220.22000000000003,Decision,High,0.4,0.36,24.72,4.41,2025-04,Manager,1000,0.6,479.78,Below Target,-0.16000000000000003,Achieved
bf3c4c06-4343-48bc-89fa-6a688fb5d27b,bradley53,fthomas@example.org,Saint Martin,186.79.169.236,2025-04-10 21:11:53.940337,Tablet,1.3,15,PUT,Referral,0.5,Analytics Dashboard,New,8,0,0,878.69,Manager,0,500,378.69000000000005,Awareness,High,0.7,-0.1999999999999999,16.52,0.65,2025-04,Manager,1000,0.6,121.30999999999995,Below Target,0.09999999999999998,Below Target
956269f0-e5d7-4875-adad-d6c795a76d79,greenkrystal,chenjustin@example.org,Kazakhstan,171.136.156.10,2025-04-17 11:10:52.158155,Desktop,6.84,6,DELETE,Referral,0.27,Cloud IDE,New,1,3,3,958.01,Manager,0,500,458.01,Decision,High,0.7,-0.4299999999999999,10.54,1.85,2025-04,Manager,1000,0.6,41.99000000000001,Below Target,0.32999999999999996,Below Target
ff50bde4-3825-47b8-9cab-cc97663f1c97,brodriguez,hamiltonmegan@example.org,Ethiopia,201.85.247.97,2025-05-05 22:15:25.324863,Mobile,0.35,10,DELETE,Referral,0.68,Cloud IDE,Returning,5,5,2,560.33,Manager,1,300,260.33000000000004,Consideration,High,0.7,-0.0199999999999999,17.74,0.24,2025-05,Manager,1000,0.6,439.66999999999996,Below Target,-0.08000000000000007,Achieved
7e570ddf-8270-40a8-a369-b584ff5e9ff0,snyderandrea,jeremy35@example.org,Guam,176.92.48.89,2025-04-30 21:48:21.444187,Desktop,24.0,12,POST,Organic Search,0.04,Cloud IDE,Returning,9,12,4,314.08,Sales officer,0,300,14.079999999999984,Decision,Medium,0.4,-0.36,15.2,0.96,2025-04,Sales,500,0.5,185.92000000000002,Below Target,0.46,Below Target
dc713d96-0c0f-4195-817a-f08a1745d6d8,gregorymitchell,blevinsjennifer@example.com,Poland,63.158.179.182,2025-04-12 05:48:07.129028,Mobile,2.99,7,GET,Referral,0.57,Analytics Dashboard,Returning,7,14,0,246.93,Marketing officer,0,300,-53.06999999999999,Awareness,Medium,0.7,-0.13,15.4,1.7,2025-04,Marketing,300,0.7,53.06999999999999,Below Target,0.13,Below Target
28f49481-a0a0-4dc4-a720-9bdf1c11f735,mathewbennett,markjones@example.com,Sao Tome and Principe,184.243.84.26,2025-04-08 19:54:59.613083,Desktop,10.86,17,POST,Email,0.4,Prototyping Tool,Returning,2,9,0,482.28,Marketing officer,1,300,182.28,Awareness,Medium,0.5,-0.0999999999999999,19.14,4.34,2025-04,Marketing,300,0.7,-182.27999999999997,Achieved,0.29999999999999993,Below Target
98ae4334-6c12-4ce8-ae34-0454cac5b68c,maxwellsteve,nicholas17@example.org,Malaysia,215.155.135.180,2025-04-10 03:45:46.121477,Mobile,3.74,1,POST,Referral,0.98,Cloud IDE,Returning,1,0,4,303.38,Sales officer,0,300,3.3799999999999955,Decision,Medium,0.7,0.28,21.5,3.67,2025-04,Sales,500,0.5,196.62,Below Target,-0.48,Achieved
988c24c9-61b1-4d22-a280-1c4510435a10,owhite,johnsmichael@example.org,Hungary,221.15.162.143,2025-04-13 01:27:27.046865,Desktop,7.34,18,GET,Social Media,0.51,AI Assistant,New,8,9,3,426.63,Manager,1,500,-73.37,Decision,Medium,0.55,-0.04,20.34,3.74,2025-04,Manager,1000,0.6,573.37,Below Target,0.08999999999999997,Below Target
405cacec-8774-49a9-b7d2-1e02ff01cf99,dyersara,craig32@example.org,Barbados,20.129.64.149,2025-04-25 06:11:01.730214,Desktop,7.91,15,PUT,Email,0.55,Prototyping Tool,New,9,4,2,836.12,Sales officer,1,500,336.12,Consideration,High,0.5,0.05,20.16,4.35,2025-04,Sales,500,0.5,-336.12,Achieved,-0.050000000000000044,Achieved
f143262f-dc5c-4eed-8da0-365bf89897b9,mary66,dramos@example.net,Swaziland,185.92.195.190,2025-05-01 19:59:15.954102,Desktop,2.04,19,DELETE,Paid Ads,0.71,Collaboration Suite,Returning,5,2,2,477.27,Manager,0,300,177.26999999999998,Consideration,Medium,0.6,0.1099999999999999,22.62,1.45,2025-05,Manager,1000,0.6,522.73,Below Target,-0.10999999999999999,Achieved
1d53434b-b881-49b9-ae27-0da702f06b90,jenniferwalls,kellysmith@example.com,Mali,206.170.171.13,2025-04-25 10:02:29.885332,Mobile,34.93,1,PUT,Organic Search,0.48,AI Assistant,Returning,6,6,2,644.47,Marketing officer,1,300,344.47,Consideration,High,0.4,0.0799999999999999,23.97,16.77,2025-04,Marketing,300,0.7,-344.47,Achieved,0.21999999999999997,Below Target
c0398710-8976-4334-a281-7efdae849217,cjohnson,littlejames@example.net,Montenegro,164.242.195.18,2025-04-21 06:41:47.825364,Desktop,14.92,5,PUT,Organic Search,0.22,Analytics Dashboard,New,2,12,3,99.21,Sales officer,0,500,-400.79,Decision,Low,0.4,-0.18,12.37,3.28,2025-04,Sales,500,0.5,400.79,Below Target,0.28,Below Target
5715bd6f-a416-4293-84c2-e2e3444ea7c8,edward70,pperry@example.org,North Macedonia,217.62.194.29,2025-04-11 06:17:50.077586,Tablet,28.05,15,POST,Organic Search,0.54,Cloud IDE,Returning,5,7,3,764.51,Marketing officer,0,300,464.51,Decision,High,0.4,0.14,28.02,15.15,2025-04,Marketing,300,0.7,-464.51,Achieved,0.15999999999999992,Below Target
287d06ca-6f4c-469a-8b22-d3081c8eaee9,anngarcia,walkerpatrick@example.net,Palestinian Territory,221.241.161.254,2025-04-13 21:50:48.597216,Desktop,22.52,3,POST,Paid Ads,0.94,Analytics Dashboard,Returning,4,2,0,488.08,Sales officer,0,300,188.08,Awareness,Medium,0.6,0.3399999999999999,29.01,21.17,2025-04,Sales,500,0.5,11.920000000000016,Below Target,-0.43999999999999995,Achieved
b8db0672-f42d-47cc-80d4-af5974273ca3,ernestmahoney,timothy33@example.net,Equatorial Guinea,186.58.206.177,2025-05-06 08:21:15.784175,Tablet,9.11,1,GET,Referral,0.41,AI Assistant,New,8,9,3,367.33,Marketing officer,0,500,-132.67000000000002,Decision,Medium,0.7,-0.29,12.24,3.74,2025-05,Marketing,300,0.7,-67.32999999999998,Achieved,0.29,Below Target
f8cda88b-436d-46e2-b83c-fe0be037e5ed,margaretrussell,chapmanmorgan@example.org,Bulgaria,112.164.146.63,2025-04-30 03:52:45.825791,Mobile,25.49,8,GET,Referral,0.68,Collaboration Suite,Returning,8,2,1,614.88,Sales officer,0,300,314.88,Consideration,High,0.7,-0.0199999999999999,27.0,17.33,2025-04,Sales,500,0.5,-114.88,Achieved,-0.18000000000000005,Achieved
81f76d1c-2dbc-4134-830f-f46e8026695f,aaronponce,johnsonangela@example.org,Saudi Arabia,150.125.167.164,2025-04-24 19:23:25.050352,Tablet,0.93,12,POST,Referral,0.98,AI Assistant,New,5,13,4,110.97,Marketing officer,1,500,-389.03,Decision,Medium,0.7,0.28,24.77,0.91,2025-04,Marketing,300,0.7,189.03,Below Target,-0.28,Achieved
a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,josephross,ythomas@example.com,Antarctica (the territory South of 60 deg S),178.162.134.218,2025-04-18 10:42:11.695246,Tablet,2.18,19,PUT,Referral,0.83,Prototyping Tool,New,8,10,3,419.86,Marketing officer,1,500,-80.13999999999999,Decision,Medium,0.7,0.13,25.07,1.81,2025-04,Marketing,300,0.7,-119.86000000000001,Achieved,-0.13,Achieved
81f631d4-a392-41a7-9777-a4774c66e0a8,christinabeard,bradley46@example.net,Hungary,185.212.14.11,2025-04-13 16:29:11.006979,Tablet,0.46,12,GET,Organic Search,0.66,Prototyping Tool,New,6,2,2,812.86,Marketing officer,0,500,312.86,Consideration,High,0.4,0.26,18.18,0.3,2025-04,Marketing,300,0.7,-512.86,Achieved,0.039999999999999925,Below Target
5fb8d16c-2720-497d-b2eb-d6899be578c7,tracifoster,deborahadams@example.com,Canada,186.233.136.98,2025-04-16 14:20:25.428533,Tablet,3.94,13,GET,Paid Ads,0.74,Collaboration Suite,Returning,6,13,3,269.44,Sales officer,1,300,-30.56,Decision,Medium,0.6,0.14,21.58,2.92,2025-04,Sales,500,0.5,230.56,Below Target,-0.24,Achieved
f4188f3f-8a14-4e62-a95b-4715c333e861,vickimullins,hannakimberly@example.org,Tonga,212.128.3.241,2025-04-10 00:32:00.809698,Mobile,4.92,1,DELETE,Email,0.94,Prototyping Tool,Returning,4,10,0,914.96,Marketing officer,0,300,614.96,Awareness,High,0.5,0.4399999999999999,21.17,4.62,2025-04,Marketing,300,0.7,-614.96,Achieved,-0.24,Achieved
eb2263dd-87c5-421e-ac24-a3c5c754108f,eguzman,kayla55@example.net,Tajikistan,53.18.191.154,2025-05-06 15:48:35.741906,Desktop,3.17,19,DELETE,Social Media,0.96,Analytics Dashboard,New,3,5,4,607.61,Manager,0,500,107.61,Decision,High,0.55,0.4099999999999999,28.07,3.04,2025-05,Manager,1000,0.6,392.39,Below Target,-0.36,Achieved
7d154385-52fb-443b-9954-6eb400257ad1,ejohnson,paul42@example.org,French Polynesia,55.221.94.21,2025-04-09 00:42:43.857131,Mobile,17.65,6,POST,Social Media,0.97,Analytics Dashboard,New,9,5,4,545.38,Marketing officer,0,500,45.38,Decision,High,0.55,0.4199999999999999,28.86,17.12,2025-04,Marketing,300,0.7,-245.38,Achieved,-0.27,Achieved
5cec4eb5-edd9-4831-9ca3-5cfb04fc6d82,evansjason,shawkathryn@example.net,Mauritania,198.240.71.108,2025-04-21 15:33:45.325923,Desktop,4.41,8,POST,Social Media,0.63,Analytics Dashboard,New,5,14,2,405.58,Marketing officer,0,500,-94.42000000000002,Consideration,Medium,0.55,0.0799999999999999,17.56,2.78,2025-04,Marketing,300,0.7,-105.57999999999998,Achieved,0.06999999999999995,Below Target
ce88cb2d-d4e8-4839-bc3e-058be0f3eab0,williskatherine,taylorgary@example.org,Martinique,178.100.150.87,2025-04-26 20:33:13.117932,Mobile,3.3,4,POST,Social Media,0.38,Analytics Dashboard,New,4,2,4,744.58,Manager,1,500,244.58000000000004,Decision,High,0.55,-0.17,10.52,1.25,2025-04,Manager,1000,0.6,255.41999999999996,Below Target,0.21999999999999997,Below Target
3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,michaelcampos,gmadden@example.net,Korea,187.64.92.37,2025-04-29 05:57:34.965006,Tablet,7.82,5,POST,Organic Search,0.13,Analytics Dashboard,New,6,5,1,568.82,Marketing officer,0,500,68.82000000000005,Consideration,High,0.4,-0.27,7.73,1.02,2025-04,Marketing,300,0.7,-268.82000000000005,Achieved,0.57,Below Target
14296c07-f26b-4776-913e-4de2e0c53cb8,yolandamarks,sullivanalfred@example.net,Macao,19.157.125.236,2025-04-08 13:08:09.889446,Tablet,1.52,7,PUT,Referral,0.39,Collaboration Suite,New,4,8,4,798.58,Manager,0,500,298.58000000000004,Decision,High,0.7,-0.3099999999999999,11.21,0.59,2025-04,Manager,1000,0.6,201.41999999999996,Below Target,0.20999999999999996,Below Target
